time,balance
2025-06-02 07:15:00,401.45227610482976
2025-06-02 07:15:00,392.50289065626396
2025-06-02 07:15:00,383.6947815396326
2025-06-02 07:15:00,375.05684093658
2025-06-02 07:15:00,366.4189003335274
2025-06-02 07:15:00,357.7372476977028
2025-06-02 07:15:00,348.8409142004034
2025-06-02 08:30:00,342.31313711557095
2025-06-02 09:00:00,349.84334030591447
2025-06-02 12:30:00,342.863456224329
2025-06-02 12:30:00,335.8727062798647
2025-06-02 12:30:00,328.93323268675255
2025-06-02 12:30:00,321.90113729907677
2025-06-02 12:30:00,314.9533902067732
2025-06-02 12:30:00,308.21918786895793
2025-06-02 12:30:00,301.6326257275302
2025-06-02 12:30:00,295.0546925791947
2025-06-02 12:30:00,288.5477841179378
2025-06-02 12:30:00,282.2392569993616
2025-06-02 12:45:00,275.27557814031536
2025-06-02 12:45:00,268.87373720208126
2025-06-02 13:15:00,262.14077679638206
2025-06-02 13:30:00,255.63050815815188
2025-06-02 13:30:00,249.0237940714704
2025-06-02 13:30:00,242.0157108052773
2025-06-02 13:30:00,236.8074806521404
2025-06-02 13:30:00,231.88915299592765
2025-06-02 13:30:00,226.94233255586855
2025-06-02 13:30:00,222.00405609524674
2025-06-03 05:45:00,217.15617704750252
2025-06-03 05:45:00,212.30008549185223
2025-06-03 21:45:00,216.83430722827055
2025-06-03 22:30:00,211.83817479811324
2025-06-04 01:00:00,207.377791791954
2025-06-04 01:00:00,202.98218454313277
2025-06-04 01:00:00,198.6456357899451
2025-06-04 01:00:00,194.31182036026235
2025-06-04 01:00:00,190.06518323127847
2025-06-04 01:00:00,185.82175935256336
2025-06-04 01:15:00,180.89183260275968
2025-06-04 01:15:00,176.05153713578764
2025-06-04 01:15:00,171.50946505672349
2025-06-04 01:15:00,167.09713863931938
2025-06-04 01:15:00,162.8683626759143
2025-06-04 03:00:00,158.21855040889878
2025-06-04 03:00:00,154.46078370383242
2025-06-04 03:00:00,151.17623533237884
2025-06-04 03:15:00,147.82300913202084
